,refs-en,refs-fa
897,"But the events of the past month, especially the Silmi document, have eroded the popularity of the generals and made the Islamists more wary of their intentions.",
898,"""We are against the document. It's an attempt to circumvent the will of the people,"" said Nuaynaa. ",
899,"""But we do still hope the military will carry out their promises.""",
900,"Three bombs exploded in a commercial Baghdad district and another blast hit the city's western outskirts on Saturday, killing at least 13 people, police and hospital sources said.",
901,"The first blast hit Baghdad's central Bab al-Sharji district followed by two other explosions in a street nearby, in attacks highlighting the fact that violence is still troubling Iraq as the last U.S. troops prepare to withdraw at the end of the year.",
902,A police source said the explosions killed at least seven people and wounded 29 others. ,
903,Two other security sources said the blasts killed eight and wounded at least 13.,
904,"Earlier Saturday, six more people were killed and eight were wounded on the outskirts of Baghdad when a roadside bomb hit a truck carrying construction workers in Abu Ghraib to the west of the capital.",
905,"Attacks in Iraq have dropped sharply since the peak of sectarian slaughter in 2006-2007, but bombings, assaults and assassinations by Sunni Muslim insurgents and Shi'ite Muslim militias still occur nearly daily almost nine years after the U.S. invasion.",
906,"The remaining 18,000 U.S. troops in Iraq are packing up by the end of the year when a security pact with Baghdad expires.",
907, Talks to keep some U.S. troops in Iraq as trainers fell apart over the question of legal immunity for U.S. soldiers.,
908,"Iraqi and U.S. officials say Iraq's national military is capable of containing stubborn violence, but they are concerned about gaps the U.S. withdrawal will leave in their capabilities in areas like air defense and intelligence gathering.",
909,"AT&T Inc is considering an offer to divest a significantly larger portion of assets than it had initially expected, in order to salvage its $39 billion deal to buy T-Mobile USA, Bloomberg reported citing a person familiar with the plan.",
910,Bloomberg said the exact size of the divestiture hasn't been determined but reported it could be as much as 40 percent of T-Mobile USA's assets.,
911,"The divestiture is an attempt to address the concerns of the Justice Department, which sued to block the takeover on August 31 saying the deal would ""substantially lessen competition"" in the wireless market, Bloomberg said.",
912,"The proposed deal was dealt another blow on November 22, when the Federal Communications Commission's chairman sought to have it sent to an administrative law judge for review.",
913,"The asset-sale proposal, which could come as early as the next Justice Department hearing on November 30, might be the only remaining option if the second-largest U.S. wireless operator wants to avoid a lengthy court battle in its bid to become the country's top mobile carrier, Bloomberg said.",
914,"Philippine police and the FBI have arrested four people that Manila said were paid by a militant Saudi Arabian-based group to hack into U.S. telecom AT&T's system, but the company said it was neither targeted nor breached.",
915,The Philippines' Criminal Investigation and Detection Group (CIDG) said those arrested in Wednesday's operation in Manila with the Federal Bureau of Investigation were paid by the same group the FBI said had funded the November 2008 attacks in Mumbai.,
916,"""The hacking activity resulted in almost $2 million in losses incurred by the company,"" the CIDG said in a statement.",
917,"It did not name the group who it said had funded the Mumbai attacks, but India has blamed the militant Pakistan-based Lashkar-e-Taiba (LeT) for carrying out the attacks which killed 166 people.",
918,"AT&T, the No. 2 U.S. mobile provider, said it ""ended up writing off some fraudulent charges that appeared on customer bills"" but did not comment on the $2 million figure.",
919,"""AT&T and its network were neither targeted nor breached by the hackers,"" AT&T spokeswoman Jan Rasmussen said. ",
920,"""AT&T only assisted law enforcement in the investigation that led to the arrest of a group of hackers.""",
921,"Police said the suspects had hacked into the trunk-lines of different telecom companies, including AT&T, with revenues diverted to accounts of the unnamed Saudi-based group.",
922,"Earlier this week, AT&T said it was investigating an attempt to access customer information, but did not believe any accounts had been breached.
",
923,The CIDG said the FBI sought the help of its Anti-Transnational and Cyber Crime Division (ATCCD) in March after they found the Saudi group had targeted AT&T using the hackers.,
924,"
Among the four arrested was 29-year-old Paul Michael Kwan, who ATCCD chief Police Senior Superintendent Gilbert Sosa said had been arrested in 2007 after the FBI launched an international crackdown on groups suspected of financing militant activities.
",
925,"Sosa said in the statement the Filipinos were being paid by a group originally run by Muhammad Zamir, a Pakistani arrested in Italy in 2007. ",
926,"He said Zamir was a member of Jemaah Islamiah, a Southeast Asian militant network with links to al Qaeda.",
927,"""Zamir's group, later tagged by the FBI to be the financial source of the terrorist attack in Mumbai, India, on November 26, 2008, is also the same group that paid Kwan's group of hackers in Manila,"" Sosa said in the statement.",
928,"Last month, Philippine police said weak laws against cyber crime and poor technical capabilities had made the country an attractive base for organized crime syndicates involved in cyber pornography, cyber sex dens, illegal gambling, credit card fraud and identity theft.",
929,Sprint Nextel may be forced to abandon the biggest advantage it has over its rivals - unlimited data services for a flat fee - because of heavy data users and a shortage of wireless airwaves.,
930,"Moreover, the increasing likelihood that AT&T's plan to buy T-Mobile USA, the nation's fourth-largest mobile operator, will fail may have the paradoxical result of making Sprint's position even more untenable, according to analysts who follow all three companies.",
931,"Sprint, the nation's third-largest mobile service provider, is planning to upgrade its network with the latest mobile standard, Long Term Evolution. But it is launching that service with only half the wireless airwaves bigger rivals Verizon Wireless and AT&T Inc have assigned, leading experts to suggest that the popularity of Sprint's unlimited data plan could put a strain on the network or slow down Web surfing speeds.",
932,"Sprint has assigned just 10 megahertz of spectrum for the launch compared with its rivals' 20 megahertz, analysts say.",
933, It will have to reassign airwaves being used for other services in order to expand its capacity for LTE.,
934,"Unlike AT&T and Verizon, which cap data use to stem overcapacity issues brought on by heavy users, Sprint is the only big U.S. carrier still selling unlimited data for a flat fee to users of smartphones, including the Apple Inc iPhone, on its current network.",
935,"""It's a very bare-bones implementation of LTE,"" said Tolaga Research analyst Phil Marshall.",
936," ""The risk is, if you don't have headroom as your LTE subscriber base grows, then the speeds will go down.""",
937,"In that situation, Marshall does not see Sprint being able to continue to offer unlimited services.
",
938,"""Unlimited is going to kill them,"" he said.",
939," ""I think they're going to have to back off from the all-you-can-eat plan.""",
940,"Unlimited data is a strong selling point for Sprint, which has been struggling for years to retain customers.",
941," For Sprint to keep the marketing advantage it has over rivals, one option could be for it to institute usage caps that are considerably higher than those of its competitors.",
942,"""That's a lever they can play if they run into being constrained,"" said an industry source who asked not to be named due to a lack of authorization to speak publicly.",
943," ""It's inevitable that they will eventually have to put caps (on their data use).""",
944,"Sprint, which is spending $7 billion to upgrade its network to LTE by the end of 2013, says concerns about its capacity are overblown, arguing that advanced technology allows it to make the most of its spectrum resources. ",
945,"Bob Azzi, a Sprint executive in charge of the company's network, said the company's plans assume that it will keep its unlimited data service during the LTE rollout.",
946,"Azzi added that the section of the 1,900 megahertz spectrum band Sprint has set aside for LTE is currently unused.",
947," He also plans to reallocate spectrum in its 800 megahertz band to use for the high-speed service by early 2014, provided it can secure regulatory approval to do so. ",
948,That spectrum is currently being used by the aging iDen service Sprint hopes to shut down in mid-2013.,
949,"Sprint is also in talks with Clearwire Corp, its majority-owned venture, about expanding their partnership to cover LTE. ",
950,"Sprint currently depends on Clearwire's network for its fastest service based on WiMax technology, and the latest talks are aimed at allowing it to piggyback on Clearwire's LTE to help it boost capacity in the ""hottest of hotspots"" by 2014 when Azzi says Sprint will need more capacity.",
951,But the future of Sprint's tempestuous relationship with Clearwire is murky since it is not yet certain if Clearwire will raise the roughly $1 billion in new funding it needs to upgrade its network to LTE.,
952,"
Clearwire lost one-third of its value after Sprint said onOctober 7 that a bankruptcy filing by the company could be ""constructive."" ",
953,"Clearwire shareholders again fled on November 18 after the company said it may skip a debt interest payment due December 1. Many analysts saw that pronouncement as a negotiating tactic to try to force Sprint's hand into an agreement with favorable terms for Clearwire.
",
954,"One investment manager described the Clearwire/Sprint relationship as a ""soap opera"" that will end with an agreement because they are both heavily dependent on each other.",
955,"
""In the short term Sprint doesn't need them beyond (WiMax) but they do need them later,"" said the manager, who asked not to be named.
",
956,"Even if Sprint and Clearwire reach an agreement, however, Bernstein analyst Craig Moffett is skeptical about how much it would help because of the frequency Clearwire's spectrum is on, which he said causes signal problems within buildings.",
957,"""Now that the person next to you at the conference table is surfing away on Verizon ... the shortcomings of Clearwire become painfully apparent,"" Moffett said.",
958,"Moffett also noted that even if Clearwire upgrades its network, it will still have coverage for only about one-third of the U.S. population because it would need to raise a lot more funding than it is currently seeking to extend its network into new markets.",
959,"Since Sprint has already had to tap capital markets for $4 billion in debt and needs up to $3 billion more in funding for its own network upgrade, analysts are skeptical it can come up with the money to help Clearwire expand further.",
960,"""What are you going to do with the (rest) of the United States? ",
961,"You can't just limp around on one leg,"" said Moffett, who has a ""hold"" rating on Sprint due to the uncertainty around its strategy.",
962,The uncertainty around AT&T's deal for T-Mobile USA is another big wrinkle in the Sprint story.,
963," On Thursday, AT&T withdrew its application for deal approval with the Federal Communications Commission, saying that it would focus on its legal battle with the Department of Justice. ",
964,"If that deal is approved, it leaves Sprint as a distant No. 4. ",
965,"But if it is blocked, as many analysts now expect, T-Mobile USA may look for another partner, according to the investment manager.",
966,"Instead of forging a deal with Clearwire or Sprint, Moffett suggested that T-Mobile USA would instead turn to U.S. cable operators such as Comcast Corp and Time Warner Cable. ",
967,Some investors had hoped these companies would come to Sprint's aid as they are part-owners in Clearwire. ,
968,"But since the cable operators have unused spectrum in the same band as T-Mobile USA, Moffett suggested that the cable providers would instead create a partnership with that company if it has to abandon the AT&T deal.",
969,"Sprint has loudly opposed the AT&T/T-Mobile USA deal, a position that Moffett said was against its best interests.",
970,"""Now Sprint loses its logical partners in the cable operators,"" said Moffett, who described a potential cable/T-Mobile deal as a ""match made in heaven.""",
971,"Moreover, some analysts said that the $6 billion breakup package AT&T will have to pay T-Mobile if the deal fails would make T-Mobile into a more formidable rival to Sprint in the market for cost-conscious mobile consumers.",
972,"The uncertainty means that Sprint does not ""know exactly how desperate they are at any given point in time,"" said the investment manager, noting that Sprint's $2.38 share price speaks volumes about investor confidence in the operator's strategy.",
973,,
974,,
975,,
976,,
977,,
978,,
979,,
980,,
981,,
982,,
983,,
984,,
985,,
986,,
987,,
988,,
989,,
990,,
991,,
992,,
993,,
994,,
995,,
996,,
997,,
998,,
999,,
1000,,
1001,,
1002,,
1003,,
1004,,
1005,,
1006,,
1007,,
1008,,
1009,,
1010,,
1011,,
1012,,
1013,,
1014,,
1015,,
1016,,
1017,,
1018,,
1019,,
1020,,
1021,,
1022,,
1023,,
1024,,
1025,,
1026,,
1027,,
1028,,
1029,,
1030,,
1031,,
1032,,
1033,,
1034,,
1035,,
1036,,
1037,,
1038,,
1039,,
1040,,
1041,,
1042,,
1043,,
1044,,
1045,,
1046,,
1047,,
1048,,
1049,,
1050,,
1051,,
1052,,
1053,,
1054,,
1055,,
1056,,
1057,,
1058,,
1059,,
1060,,
1061,,
1062,,
1063,,
1064,,
1065,,
1066,,
1067,,
1068,,
1069,,
1070,,
1071,,
1072,,
1073,,
1074,,
1075,,
1076,,
1077,,
1078,,
1079,,
1080,,
1081,,
1082,,
1083,,
1084,,
1085,,
1086,,
1087,,
1088,,
1089,,
1090,,
1091,,
1092,,
1093,,
1094,,
1095,,
1096,,
1097,,
1098,,
1099,,
1100,,
1101,,
1102,,
1103,,
1104,,
1105,,
1106,,
1107,,
1108,,
1109,,
1110,,
1111,,
1112,,
1113,,
1114,,
1115,,
1116,,
1117,,
1118,,
1119,,
1120,,
1121,,
1122,,
1123,,
1124,,
1125,,
1126,,
1127,,
1128,,
1129,,
1130,,
1131,,
1132,,
1133,,
1134,,
1135,,
1136,,
1137,,
1138,,
1139,,
1140,,
1141,,
1142,,
1143,,
1144,,
1145,,
1146,,
1147,,
1148,,
1149,,
1150,,
1151,,
1152,,
1153,,
1154,,
1155,,
1156,,
1157,,
1158,,
1159,,
1160,,
1161,,
1162,,
1163,,
1164,,
1165,,
1166,,
1167,,
1168,,
1169,,
1170,,
1171,,
1172,,
1173,,
1174,,
1175,,
1176,,
1177,,
1178,,
1179,,
1180,,
1181,,
1182,,
1183,,
1184,,
1185,,
1186,,
1187,,
1188,,
1189,,
1190,,
1191,,
1192,,
1193,,
1194,,
1195,,
1196,,
1197,,
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,,
1205,,
1206,,
1207,,
1208,,
1209,,
1210,,
1211,,
1212,,
1213,,
1214,,
1215,,
1216,,
1217,,
1218,,
1219,,
1220,,
1221,,
1222,,
1223,,
1224,,
1225,,
1226,,
1227,,
1228,,
1229,,
1230,,
1231,,
1232,,
1233,,
1234,,
1235,,
1236,,
1237,,
1238,,
0,"Pervez Musharraf, president of Pakistan at the time, has also been implicated in Ms Bhutto's murder.

The anti-terrorism court issued an arrest warrant for him in February over what it said was his failure to provide her with adequate security.

",
1,"He was declared a fugitive after failing to appear at the court in February.
",
2,"
Mr Musharraf denies the allegation.

",
3,"
In August the court ordered the confiscation of his property and the freezing of his bank accounts in Pakistan.
",
4,"The five suspected Taliban members have been in custody for nearly four years.


",
5,"
They are accused of bringing a suicide bomber from Pakistan's tribal areas to Rawalpindi to carry out the attack.",
6,"Three other suspects, including the head of the Pakistani Taliban Baitullah Mehsud, have been killed. Mehsud was killed in a US drone strike in 2009.
",
7,"Two other suspects remain at large.
",
8,"
After Ms Bhutto's death, her Pakistan People's Party won general elections and her widower, Asif Ali Zardari, became president after Mr Musharraf was forced to step down.
",
9,"
Ms Bhutto was Pakistan's prime minister from from 1988 to 1990 and from 1993 to 1996.",
10,A senior US commander has been dismissed after he made disparaging comments about Afghanistan's leaders.,
11,"It is not clear whether Gen Fuller will be reassigned or will retire.
",
12,"
The head of US forces in Afghanistan says Gen Fuller's comments do not represent the US-Afghan relationship.",
13,"Gen John Allen described the two countries as ""solid"", adding: ""The Afghan people are an honourable people, and comments such as these will not keep us from accomplishing our most critical and shared mission - bringing about a stable, peaceful and prosperous Afghanistan.""",
14,"Gen John Allen described the two countries as ""solid"", adding: ""The Afghan people are an honourable people, and comments such as these will not keep us from accomplishing our most critical and shared mission - bringing about a stable, peaceful and prosperous Afghanistan.""",
15,Pentagon spokesman George Little said Defence Secretary Leon Panetta was aware of the remarks but said that Gen Fuller had been speaking for himself and not the Department of Defense.,
16,"Politico have reported that the general appeared to be irritated when referring to a recent comment made by Mr Karzai - that Afghanistan would side with Pakistan if the country ever went to war with the US.
",
17,"""Why don't you just poke me in the eye with a needle! You've got to be kidding me.",
18," I'm sorry, we just gave you $11.6bn (£7.2bn) and now you're telling me, 'I don't really care?'"" Gen Fuller said.",
19,"n the most serious case in recent years, Gen Stanley McChrystal resigned as commander of US forces in Afghanistan in June 2010 after making critical comments about senior members of the Obama administration that were published by Rolling Stone magazine.",
20," China is confident that Europe will be able to overcome its debt crisis, Foreign Minister Yang Jiechi said, adding stability in the eurozone was crucial for the global economic recovery.",
21,"Yang, however, made no mention about increasing investment in Europe in his statement late on Saturday on President Hu Jintao's trip to the G20 leaders' meeting in southern France.


",
22,"
""We believe that Europe has the complete wisdom and ability to solve the debt problem,"" Yang said in remarks published on the Foreign Ministry's website.",
23,"But there are limits to what Beijing can actually deliver, Cheng Siwei, a former top Chinese lawmaker, said on Saturday, even though China is willing to help Europe, its largest export market, to deal with the debt crisis.
",
24,"
Leaders of the world's major economies, meeting on the French Riviera, told Europe to sort out its own problems and deferred until next year any move to provide more crisis-fighting resources to the International Monetary Fund.

",
25,"Greek party leaders are struggling to agree on a new prime minister, despite EU demands that the political class commit itself fast to the nation's financial salvation and end the chaos threatening the entire euro project.

",
26,"Monday came and went without any accord on who will lead a new national unity coalition, despite plenty of talk that a former vice president of the European Central Bank, Lucas Papademos, would get the job.

",
27,"But after an early burst of compromise as the EU turned the screws on both sides, the drive by the socialist and conservative parties to create a government which will rule only until February appeared to be losing momentum.



",
28,"Frustration was apparent in Brussels where officials said the new government had to show it was serious about implementing promises Athens has made to its EU and IMF lenders in return for the 130 billion-euro bailout.
",
29,"""It is essential that the entire political class is now restoring the confidence that had been lost in the Greek commitment to the EU/IMF program,"" said EU Economic and Monetary Affairs Commissioner Olli Rehn.
",
30,"Prime Minister George Papandreou provoked chaos last week by calling a referendum on the bailout, a vote which would probably have rejected the package due to its demands for austerity. ",
31,"Papandreou backed down, but was forced into agreeing to make way for the unity coalition.",
32,"The stakes could not be higher. Greece faces bankruptcy in December when big debt repayments are due, unless it can get hold of more emergency funding soon.",
33," For the euro zone, it is a question of credibility with international financial markets.
",
34,"
For two years it has labored to solve the problems of Greece, a very small part of the bloc's economy, leading to doubts about how it would manage if the debt crisis engulfed the far bigger Italian or Spanish economies.

",
35,"What is now a regional crisis could hit the global economy if it goes unchecked, and the United States weighed in with a demand that Greece live up to its responsibilities.
",
36," ""We urge the government to move as quickly as possible to fulfill the commitments,"" said White House press secretary Jay Carney.",
37,"Greek party officials were tight-lipped about why the naming of the new prime minister, which had been expected Monday, had not happened yet.
Papademos remained a frontrunner for prime minister.",
38," An aide said the Greek economist, who left the ECB last year, had arrived in Athens Monday from the United States where he is a Harvard academic.
",
39,"Papandreou has been in touch with Papademos, a senior government official told reporters.
",
40,"
Papademos oversaw the nation's adoption of the euro in 2002 as Bank of Greece governor before moving to the ECB, and is a well-known figure in European capitals.
",
41,"Prime Minister Silvio Berlusconi defied huge pressure to resign on Monday, desperately playing his last cards to save his crumbling government as fears over Italy's instability hit markets across Europe.

",
42,"Berlusconi denied reports by journalists close to him that he would resign within hours, immediately reversing a brief recovery in stock and government bond markets battered by political uncertainty in the euro zone's third economy.

",
43,"Yields on Italy's 10-year bonds hit 6.67 percent, their highest level since 1997, at one point on Monday, close to the 7 percent level seen as unsustainable for Italy's huge debt, one of the world's highest.
",
44," European stocks were also hit by the turmoil.
",
45,"The movements indicated how much markets saw Berlusconi's departure as the only way to reduce the pressure on Italian bonds which has fueled a revolt in his party, although there is deep uncertainty about what would follow if he stepped down.

",
46,"Government bond prices would recover and the yield spreads would narrow by a full percentage point if the government should fall, according to a Reuters survey of 10 fund managers last week.
",
47,"
Political sources said a late Sunday meeting of leaders of Berlusconi's PDL party had urged him to resign because of a major party revolt but he was still not convinced. ",
48,"However a confidence motion is likely this week in parliament.

",
49,"Government minister Gianfranco Rotondi said on Monday he was optimistic the parliamentary majority would hold. 

",
50,"Otherwise Italy would have to go to the polls, he said after meeting Berlusconi.
",
51,"The prospect of early elections, opposed by many PDL deputies including rebels, is one of the last cards left to Berlusconi. ",
52,"He said those who brought down the government at a time of national peril would be traitors who would make economic reforms more difficult.
",
53,"
The 75-year-old media magnate and his closest aides spent the weekend trying to win back the support of enough deputies to avoid humiliating defeat on Tuesday in a crunch vote to confirm a state financing bill which he has already lost once.
",
54,"
Chances of defeat in this vote seem to be receding although if he did lose it, Berlusconi could either resign immediately or be ordered by President Giorgio Napolitano to call a confidence vote.
",
55,"
The center-left opposition may abstain in the Tuesday vote to expose Berlusconi's lack of support without torpedoing an essential measure.",
56,"Despite Berlusconi's unflinching defiance, many of those around him believe his days are numbered and that he has no chance of implementing unpopular austerity measures with an extremely fragile majority.

",
57," La Stampa daily on Monday described the death throes of his government as a ""prolonged agony.""",
58,"However, even if he goes, the prospects for a way out of Italy's crisis remain obscure.",
59," Berlusconi and the Northern League insist the only alternative to him is an election early next year -- which would likely push back reforms even further.

",
60,"
The idea of a national unity or technocrat government, favored by markets, the opposition and probably the head of state, is opposed by Berlusconi and League leaders whose parliamentary support may well be necessary for it to function.
",
61,"Newspapers have estimated the number of potential party defectors at between 20 and 40, which would be more than enough to topple the government.",
62,"
Berlusconi has been meeting and telephoning rebels since he returned from a humiliating G20 summit in France on Friday in which he had to agree to IMF monitoring of Italy's progress in reforms he has long promised but so far not implemented.
",
63,"The number of poor Americans hit a record 49 million in 2010, or 16 percent, according to new data released on Monday that showed poverty rates for the elderly, Asians and Hispanics higher than previously known.

",
64,"The figures were calculated by the Census Bureau under a broad new measure intended to supplement the official standard with a fuller picture of poverty in the United States.
",
65," Results contrast with official poverty data, released in September, that put the number of poor Americans at 46.2 million.",
66,"The biggest rise occurred among people aged 65 and older who are being driven into poverty by out-of-pocket medical expenses, including premiums and co-pays from the federal government's Medicare program for the elderly.
",
67,"The poverty rate for the elderly jumped to 15.9 percent, or a roughly 1 in 6 senior citizens, versus 9 percent under the official count.
",
68,"
The findings highlight the challenges facing Republicans and Democrats on a special congressional ""super committee"" charged with cutting at least $1.2 trillion from the federal budget over the next 10 years.

",
69,"Both sides have proposed hundreds of billions of dollars in cuts to Medicare, which threatens to explode the U.S. debt burden, despite intensive lobbying against reductions by groups that represents beneficiaries and healthcare providers.
",
70,"
""People will say this shows how crucial it is not to cut a penny out of Medicare spending. ",
71,"And that's unfortunate, because it's an argument against solving the deficit,"" said Ron Haskins of the Brookings Institution.

",
72,"
Like the government's Social Security pension system for the elderly, Medicare is also expected to be a hot-button issue in 2012 election politics for both parties as they vie for control of the White House and Congress.
",
73,"Unlike the Census Bureau's official poverty measure, which focuses on the food budgets and cash wages of the poor, the new calculation includes government benefits such as food stamps as well as household expenses like taxes, medical costs, housing and regional differences in the cost of living, the Census Bureau said in a report.
",
74,"
It will now supplement official poverty estimates, which have been used to determine eligibility for programs that help the poor since the mid-1960s.
",
75,"
The broader formula generates an overall U.S. poverty rate of 16 percent, versus an official 15.1 percent, with an annual poverty income threshold of $24,343 for a family of four, compared with $22,113 under the official measure.
",
76,"
""This shows that the social safety net is helping but not doing as much as we'd like to see,"" said Dave Cooper of the Economic Policy Institute.
",
77," ""The programs we have right now are, if anything, inadequate.""",
78,"
The new formula also showed poverty rates increasing for whites, Asians and working-age adults but falling for blacks and children.
",
79,"
For the first time, the poverty rate for Hispanics eclipsed the rate among blacks, by 28.2 percent to 25.4 percent, partly as a result of less participation in social programs, like housing subsidies, among immigrant groups.
",
80,"
As an indication of the benefits of government assistance, Census officials said the poverty rate would have risen to 18 percent if not for earned income tax credit for people with low to moderate incomes.

",
81,"
The broader measure was developed in cooperation with the U.S. Bureau of Labor Statistics and the National Academy of Sciences, Census officials said.
",
82,"Barnes & Noble will charge $249 for the Nook tablet, which has 16 gigabytes of storage compared with the 8 gigabytes of storage offered by Amazon's recently introduced Kindle Fire tablet. ",
83,"The new Nook will is set to hit the shelves late next week, setting up a holiday season battle between the Nook and Fire, which also ships next week.",
84,"Barnes & Noble also lowered the price on other Nook devices to keep pace with Amazon's aggressive pricing.
",
85,"
Barnes & Noble, which operates about 700 U.S. bookstores, does not have the deep pockets Amazon has, but its devices have found a niche among book buyers interested in e-readers and tablets rather than pure tech aficionados.

",
86,"The strategy has paid off, winning the chain about 25 percent of the e-reader and digital books market -- though it is still a distant second behind Amazon -- and helping it contain the damage from the long-time decline in book sales at its stores.
",
87,"
Despite entering the e-reader market two years after Amazon did, Barnes & Noble has held its own.",
88," Its Nook Color had some tablet-like features, attracting customers that were not ready to pay up for a full-blown tablet, and its touchscreen reader was launched in May, months ahead of Amazon's Kindle Touch.
",
89,"
Barnes & Noble shares were down 2.4 percent to $11.33 in afternoon trading on the New York Stock Exchange.

",
90," The stock slumped on September 28 after Amazon unveiled its tablet at a lower price than Barnes & Noble's top e-reader at the time, the Nook Color.",
91,"Despite entering the e-reader market two years after Amazon did, Barnes & Noble has held its own.
",
92," Its Nook Color had some tablet-like features, attracting customers that were not ready to pay up for a full-blown tablet, and its touchscreen reader was launched in May, months ahead of Amazon's Kindle Touch.
",
93,Barnes & Noble shares were down 2.4 percent to $11.33 in afternoon trading on the New York Stock Exchange.,
94," The stock slumped on September 28 after Amazon unveiled its tablet at a lower price than Barnes & Noble's top e-reader at the time, the Nook Color.",
95,"""This keeps Barnes & Noble shoppers loyal, and the 'light' tablet segment is still growing,"" said Morningstar analyst Peter Wahlstrom, referring to tablets less expensive than Apple Inc's iPad.",
96," ""Barnes & Noble doesn't want a price war, and this bolsters its image as a seller of premium products.""
",
97,"Engadget's Stevens predicted that consumers of both devices ""will stick to their party lines.""",
98,"
Barnes & Noble did lower prices on some devices, a tacit recognition of the pressure Amazon put on it in September, when it slashed the price on its basic Kindle and introduced a screen touch reader that was cheaper than Barnes & Noble's.
",
99,"Barnes & Noble on Monday cut the price of the Nook Color to $199 from $249. But that raised the threat of Nook devices cannibalizing each other.
",
100,"
Barnes & Noble also cut the cost of its touchscreen Nook to $99, down from $139, matching the price of its Amazon counterpart.
",
101,"""They are (pricing) the Nook Color at $199, so for consumers looking at that price point, Nook Color may wind up being the stronger direct competition to the Kindle Fire,"" NPD's Rubin said, but noted that the Nook Color could end up eating into Nook Tablet sales.
",
102,"Toyoda and Aston Martin CEO Ulrich Bez, both recognized for their contribution to motorsports by the German auto industry this year, were meant to switch cars later and cross the finish line side by side -- Bez in the Lexus, the Toyota chief in the Zagato.
",
103,"
""I thought, 'that doesn't look good,"" Toyoda, an amateur racer, recalled after the four-hour endurance race at the track, in Germany's Eifel region. ""I think everybody did.""
",
104,"
The mishap seemed like a metaphor for the road his company has travelled since Toyoda took over more than two years ago.
",
105,"
His appointment in June 2009 came as the $115 billion company reported its first loss in decades, after the global financial crisis forced it to idle the many factories it had built over a decade of relentless expansion.",
106," That growth in pursuit of profits came at the expense of quality and innovation, critics said.
",
107,"
Akio Toyoda, the first member of Toyoda family to take the helm since 1995, vowed at the start to take the automaker founded by his grandfather ""back to the basics"" of building cars that made people happy.
",
108,"Barely six months later, the company plunged into its worst quality crisis in decades. 
",
109,"Toyota took a firestorm of criticism over the slow response to recalling millions of cars to check for faulty accelerators in the United States.
",
110," The safety crisis, which forced Toyoda to testify before Congress in February last year, threatened Toyota's reputation and continued success in its most profitable market.",
111,Two ballot initiatives in the Buckeye State could provide clues for how the fight for the crucial battleground state may play out in next year's race for the White House.,
112," Tons of outside money is being spent on the Issue 2 ballot referendum, which focuses on the anti-collective bargaining measure that Republican Gov.",
113," John Kasich signed into law earlier this year. Democrats and organized labor are urging a ""no"" vote on Issue 2.",
114,"The new national health care reform measure, passed last year by a Democratic Congress and signed into law by President Barack Obama, is the center of attention of Issue 3, the other major referendum on the ballot. ",
115,"If passed, it would exempt Ohio residents from the compulsory health care mandate, which is extremely unpopular with many Republicans. ",
116,"Since the health care act is a federal law, this state referendum is more a protest vote than anything else, but since it's vaguely written, its implications are unknown.",
117,"In Virginia, Republicans are trying to win control of the state Senate.",
118," If they succeed, they would control both the state Senate, House and the top three statewide positions (governor, lieutenant governor and attorney general) in an important swing state.",
119," In another much-watched battleground state, a special election in Iowa will decide which party controls the state Senate.",
120,Both Maine and Mississippi are the arenas for fights over voters' rights and could serve as a gauge for similar referendums next year. ,
121,Question 1 in Maine would repeal the same-day registration law that was passed earlier this year. Mississippi's Initiative 27 would make photo IDs mandatory at polling places.,
122," If passed, Mississippi would become the 15th state to require photo IDs to vote. ",
123,"Such laws have become popular with Republicans, who say that they are trying to reduce voter fraud.",
124," Democrats argue that Republicans are trying to suppress voter turnout, especially among people who tend to vote for Democrats.",
125,"Mississippi voters will cast ballots on a ""personhood"" amendment. The controversial measure, if passed, would define ""life"" as beginning at the moment of conception and it would make all abortions illegal, including the termination of pregnancies caused by rape, incest or those which prove to be a grave threat to the life of the mother.",
126," While the initiative appears to have lots of support, it is opposed by some National Right to Life groups, and the Catholic Church in Mississippi says the amendment is too extreme.",
127,There doesn't appear to be a lot of suspense when it comes to the two states voting for governor.,
128, Democratic Gov. Steve Beshear of Kentucky appears to be cruising towards re-election. ,
129,"Meanwhile, European finance ministers meeting in Brussels announced Monday that they have already requested assurances in writing that Greece's government-to-be would stick to austerity agreements already made by the outgoing government.
",
130,"In Mississippi, Republican Lt. Gov. Phil Bryant is considered the favorite over Hattiesburg Mayor Johnny DuPree, the Democratic nominee who would be the state's first black governor. ",
131,"Bryant is expect to succeed Republican Gov. Haley Barbour, a fellow Republican who is term-limited.",
132,"
In Athens, government spokesman Ilias Mosialos' announcement Monday that a new prime minister will be named came hours after Greek Finance Minister Evangelos Venizelos told reporters that the tense economic situation in Athens had changed dramatically over the weekend and that there was cause for optimism.",
133,"

""After a difficult week we have now a new political situation, a new political frame in Greece,"" he said in Brussels, Belgium, where finance ministers to eurozone countries were meeting.",
134," ""We have a new government of national unity and of national responsibility. ",
135,"This is the proof of our commitment and of our national capacity to implement the program and to reconstruct our country.""",
